oln_id	overexpression_toxic	essential	periodically_expressed	uniprot_acc	gene_name	description	synonyms
YPR143W	0	1	0	Q06511	RRP15	Ribosomal RNA-processing protein 15	NA
YPR144C	0	1	0	Q06512	NOC4	Nucleolar complex protein 4	UTP19
YPR149W	0	0	1	Q12207	NCE102	Non-classical export protein 2	NCE2;RTG2S2
YPR156C	0	0	1	Q06451	TPO3	Polyamine transporter 3	NA
YPR157W	1	0	1	Q06466	TDA6	Putative vacuolar protein sorting-associated protein TDA6	NA
YPR161C	1	1	0	P23293	SGV1	Serine/threonine-protein kinase BUR1	BUR1
YPR162C	0	1	0	P54791	ORC4	Origin recognition complex subunit 4	NA
YPR165W	0	1	0	P06780	RHO1	GTP-binding protein RHO1 precursor	NA
YPR168W	0	1	0	Q06213	NUT2	Mediator of RNA polymerase II transcription subunit 10	MED10
YPR169W	0	1	0	Q06214	JIP5	WD repeat-containing protein JIP5	NA
YPR171W	1	0	0	Q06604	BSP1	Protein BSP1	NA
YPR174C	0	0	1	Q06616	NA	Nuclear envelope protein YPR174C	NA
YPR175W	0	1	1	P24482	DPB2	DNA polymerase epsilon subunit B	NA
YPR176C	0	1	0	P20133	BET2	Geranylgeranyl transferase type-2 subunit beta	NA
YPR177C	1	1	0	O13575	NA	Putative uncharacterized protein YPR177C	NA
YPR178W	0	1	0	P20053	PRP4	U4/U6 small nuclear ribonucleoprotein PRP4	RNA4
YPR180W	0	1	0	Q06624	AOS1	DNA damage tolerance protein RHC31	RHC31
YPR181C	1	1	0	P15303	SEC23	Protein transport protein SEC23	NA
YPR182W	0	1	0	P54999	SMX3	Small nuclear ribonucleoprotein F	NA
YPR183W	0	1	1	P14020	DPM1	Dolichol-phosphate mannosyltransferase	SED3
YPR184W	0	0	1	Q06625	GDB1	Glycogen debranching enzyme	NA
YPR185W	1	0	0	Q06628	ATG13	Autophagy-related protein 13	APG13
YPR186C	0	1	0	P39933	PZF1	Transcription factor IIIA	TFC2;TFIIIA
YPR187W	0	1	0	P20435	RPO26	DNA-directed RNA polymerases I, II, and III subunit RPABC2	RPB6
YPR190C	0	1	0	P32349	RPC82	DNA-directed RNA polymerase III subunit RPC3	RPC3
YDL229W	0	0	0	P11484	SSB1	Heat shock protein SSB1	YG101
YAL005C	0	0	0	P10591	SSA1	Heat shock protein SSA1	NA
YGL173C	0	0	0	P22147	XRN1	5'-3' exoribonuclease 1	DST2;KEM1;RAR5;SEP1;SKI1
YPL240C	0	0	0	P02829	HSP82	ATP-dependent molecular chaperone HSP82	HSP90
YLL024C	0	0	0	P10592	SSA2	Heat shock protein SSA2	NA
YDR283C	0	0	0	P15442	GCN2	eIF-2-alpha kinase GCN2 {ECO:0000250|UniProtKB:Q9HGN1}	AAS1
YMR186W	0	0	0	P15108	HSC82	ATP-dependent molecular chaperone HSC82	NA
YHL007C	0	0	0	Q03497	STE20	Serine/threonine-protein kinase STE20	NA
YNL330C	0	0	0	P32561	RPD3	Histone deacetylase RPD3	MOF6;REC3;SDI2;SDS6
YLL026W	0	0	0	P31539	HSP104	Heat shock protein 104	NA
YBR261C	0	0	0	P38340	TAE1	Alpha N-terminal protein methyltransferase 1	NTM1
YOL115W	0	0	0	P53632	PAP2	Poly(A) RNA polymerase protein 2	TRF4
YBL078C	0	0	0	P38182	ATG8	Autophagy-related protein 8 precursor	APG8;AUT7;CVT5
YPR080W	0	0	0	P02994	TEF1	Elongation factor 1-alpha	NA
YBR118W	0	0	0	P02994	TEF2	Elongation factor 1-alpha	NA
YLR113W	0	0	0	P32485	HOG1	Mitogen-activated protein kinase HOG1	SSK3
YJR025C	0	0	0	P47096	BNA1	3-hydroxyanthranilate 3,4-dioxygenase {ECO:0000255|HAMAP-Rule:MF_03019}	HAD1
YLR027C	0	0	0	P23542	AAT2	Aspartate aminotransferase, cytoplasmic	ASP5
YKL106W	0	0	0	Q01802	AAT1	Aspartate aminotransferase, mitochondrial precursor	NA
YCR088W	0	0	0	P15891	ABP1	Actin-binding protein	NA
YER045C	0	0	0	P39970	ACA1	ATF/CREB activator 1	NA
YAL016W	0	0	0	P31383	TPD3	Protein phosphatase PP2A regulatory subunit A	NA
YGL190C	0	0	0	Q00362	CDC55	Protein phosphatase PP2A regulatory subunit B	NA
YOL136C	0	0	0	Q12471	PFK27	6-phosphofructo-2-kinase 2	NA
YOL165C	0	0	0	Q08361	AAD15	Putative aryl-alcohol dehydrogenase AAD15	NA
YDL243C	0	0	0	Q07747	AAD4	Probable aryl-alcohol dehydrogenase AAD4	NA
YOR239W	0	0	0	Q08641	ABP140	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase	TRM140
YJR083C	0	0	0	P47129	ACF4	Assembly-complementing factor 4	NA
YNL331C	0	0	0	P42884	AAD14	Putative aryl-alcohol dehydrogenase AAD14	NA
YGL115W	0	0	0	P12904	SNF4	5'-AMP-activated protein kinase subunit gamma	CAT3;SCI1
YJR108W	0	0	0	P47146	ABM1	Aberrant microtubules protein 1	NA
YIL107C	0	0	0	P40433	PFK26	6-phosphofructo-2-kinase 1	NA
YHR183W	0	0	0	P38720	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1	NA
YJR149W	0	0	0	P47177	NA	Putative nitronate monooxygenase	NA
YGR256W	0	0	0	P53319	GND2	6-phosphogluconate dehydrogenase, decarboxylating 2	NA
YPL088W	0	0	0	Q02895	AAD16	Putative aryl-alcohol dehydrogenase AAD16 {ECO:0000303|PubMed:10581269}	NA
YFL056C	0	0	0	P43547	AAD6	Putative aryl-alcohol dehydrogenase AAD6 {ECO:0000303|PubMed:10581269}	NA
YGR037C	0	0	0	P31787	ACB1	Acyl-CoA-binding protein	ACB
YJL200C	0	0	0	P39533	ACO2	Homocitrate dehydratase, mitochondrial precursor	NA
YLR304C	0	0	0	P19414	ACO1	Aconitate hydratase, mitochondrial precursor	GLU1
YAL054C	0	0	0	Q01574	ACS1	Acetyl-coenzyme A synthetase 1	NA
YHR047C	0	0	0	P37898	AAP1	Alanine/arginine aminopeptidase	NA
YOR014W	0	0	0	P38903	RTS1	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	SCS1
YCR107W	0	0	0	P25612	AAD3	Putative aryl-alcohol dehydrogenase AAD3	NA
YER065C	0	0	0	P28240	ICL1	Isocitrate lyase {ECO:0000303|PubMed:1551398}	NA
YDR161W	0	0	0	Q03771	ACL4	Assembly chaperone of RPL4 {ECO:0000303|PubMed:25936803}	NA
YGL205W	0	0	0	P13711	POX1	Acyl-coenzyme A oxidase	FOX1
YJR105W	0	0	0	P47143	ADO1	Adenosine kinase	NA
YER017C	0	0	0	P39925	AFG3	Mitochondrial respiratory chain complexes assembly protein AFG3	YTA10
YDR214W	0	0	0	Q12449	AHA1	Hsp90 co-chaperone AHA1	NA
YOR302W	0	0	0	P08521	NA	Arginine attenuator peptide	NA
YDR448W	0	0	0	Q02336	ADA2	Transcriptional adapter 2	NA
YOL086C	0	0	0	P00330	ADH1	Alcohol dehydrogenase 1	ADC1
YMR303C	0	0	0	P00331	ADH2	Alcohol dehydrogenase 2	ADR2
YMR318C	0	0	0	Q04894	ADH6	NADP-dependent alcohol dehydrogenase 6	NA
YMR064W	0	0	0	P32493	AEP1	ATPase expression protein 1, mitochondrial precursor	NCA1
YPL202C	0	0	0	Q08957	AFT2	Iron-regulated transcriptional activator AFT2	NA
YDR524C	0	0	0	Q04412	AGE1	ADP-ribosylation factor GTPase-activating protein effector protein 1	SAT1
YBR132C	0	0	0	P38090	AGP2	General amino acid permease AGP2	NA
YBR194W	0	0	0	P38305	AIM4	Altered inheritance of mitochondria protein 4	SOY1
YMR092C	0	0	0	P46680	AIP1	Actin-interacting protein 1	NA
YDL175C	0	0	0	Q12476	AIR2	Protein AIR2	NA
YPR006C	0	0	0	Q12031	ICL2	Mitochondrial 2-methylisocitrate lyase	NA
YBL015W	0	0	0	P32316	ACH1	Acetyl-CoA hydrolase	NA
YMR282C	0	0	0	P22136	AEP2	ATPase expression protein 2, mitochondrial precursor	ATP13
YPL005W	0	0	0	Q12089	AEP3	ATPase expression protein 3	NA
YEL052W	0	0	0	P32317	AFG1	Protein AFG1	AFG
YGL071W	0	0	0	P22149	AFT1	Iron-regulated transcriptional activator AFT1	RCS1
YGL032C	0	0	0	P32781	AGA2	A-agglutinin-binding subunit precursor	NA
YFL055W	0	0	0	P43548	AGP3	General amino acid permease AGP3	NA
Q0055	0	0	0	P03876	AI2	Putative COX1/OXI3 intron 2 protein	NA
YJL131C	0	0	0	P47015	AIM23	Altered inheritance of mitochondria protein 23, mitochondrial precursor	NA
YJR100C	0	0	0	P47140	AIM25	Altered inheritance rate of mitochondria protein 25	NA
YML050W	0	0	0	Q04689	AIM32	Altered inheritance of mitochondria protein 32	NA
YMR157C	0	0	0	Q03798	AIM36	Altered inheritance of mitochondria protein 36, mitochondrial precursor	FMP39
YPL227C	0	0	0	P40350	ALG5	Dolichyl-phosphate beta-glucosyltransferase	NA
YIR029W	0	0	0	P25335	DAL2	Allantoicase	ALC1
YLR109W	0	0	0	P38013	AHP1	Peroxiredoxin type-2	NA
YER093C-A	0	0	0	P87275	AIM11	Altered inheritance of mitochondria protein 11	GEP8
YOL053W	0	0	0	Q08223	AIM39	Altered inheritance of mitochondria protein 39, mitochondrial precursor	NA
YBR108W	0	0	0	P38266	AIM3	Altered inheritance of mitochondria protein 3	NA
YGR227W	0	0	0	P50076	DIE2	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	ALG10
YDR242W	0	0	0	P22580	AMD2	Probable amidase	AMDY;AMDY1
YMR184W	0	0	0	Q03233	ADD37	Alpha1-proteinase inhibitor-degradation deficient protein 37	NA
YBR111C	0	0	0	Q01976	YSA1	ADP-ribose pyrophosphatase	NA
YCR010C	0	0	0	P25613	ADY2	Accumulation of dyads protein 2	ATO1
YFL030W	0	0	0	P43567	AGX1	Alanine--glyoxylate aminotransferase 1	NA
Q0075	0	0	0	Q9ZZX0	AI5_BETA	Intron-encoded DNA endonuclease aI5 beta	NA
YNR074C	0	0	0	P52923	AIF1	Apoptosis-inducing factor 1	CPD1
YOR215C	0	0	0	Q12032	AIM41	Altered inheritance of mitochondria protein 41, mitochondrial precursor	NA
YDR063W	0	0	0	Q12156	AIM7	Protein AIM7	NA
YER080W	0	0	0	P40053	AIM9	Altered inheritance of mitochondria protein 9, mitochondrial precursor	FMP29
YIL079C	0	0	0	P40507	AIR1	Protein AIR1	NA
YMR170C	0	0	0	P47771	ALD2	Aldehyde dehydrogenase [NAD(P)+] 1	ALD5
YMR169C	0	0	0	P54114	ALD3	Aldehyde dehydrogenase [NAD(P)+] 2	ALD4
YIL099W	0	0	0	P08019	SGA1	Glucoamylase, intracellular sporulation-specific	SGA
YBR145W	0	0	0	P38113	ADH5	Alcohol dehydrogenase 5	NA
YCR105W	0	0	0	P25377	ADH7	NADP-dependent alcohol dehydrogenase 7	NA
YDR216W	0	0	0	P07248	ADR1	Regulatory protein ADR1	NA
YMR056C	0	0	0	P04710	AAC1	ADP,ATP carrier protein 1	NA
YNL107W	0	0	0	P53930	YAF9	Protein AF-9 homolog	NA
YIL044C	0	0	0	P40529	AGE2	ADP-ribosylation factor GTPase-activating protein effector protein 2	NA
YCL025C	0	0	0	P25376	AGP1	General amino acid permease AGP1	NA
YHR093W	0	0	0	P29589	AHT1	Putative hexose transport activator protein	NA
YHL021C	0	0	0	P23180	AIM17	Probable oxidoreductase AIM17 precursor	FMP12
YHR198C	0	0	0	P38884	AIM18	Altered inheritance of mitochondria protein 18, mitochondrial precursor	FMP22
YML087C	0	0	0	Q04516	AIM33	Uncharacterized oxidoreductase AIM33	NA
YHR199C	0	0	0	P38885	AIM46	Altered inheritance of mitochondria protein 46, mitochondrial precursor	FMP34
YNR030W	0	0	0	P53730	ALG12	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	ECM39
YNL219C	0	0	0	P53868	ALG9	Alpha-1,2-mannosyltransferase ALG9	NA
YML035C	0	0	0	P15274	AMD1	AMP deaminase	AMD
YKL047W	0	0	0	P36090	ANR2	Uncharacterized protein ANR2	NA
YCL058W-A	0	0	0	Q2V2Q1	ADF1	Antisense of depressing factor protein 1	NA
YDR085C	0	0	0	P33304	AFR1	Protein AFR1	NA
YNR044W	0	0	0	P32323	AGA1	A-agglutinin anchorage subunit precursor	NA
YIR003W	0	0	0	P40563	AIM21	Altered inheritance of mitochondria protein 21	NA
YKL037W	0	0	0	P32858	AIM26	Altered inheritance of mitochondria protein 26, mitochondrial	NA
YNL048W	0	0	0	P53954	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	NA
YBL082C	0	0	0	P38179	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	RHK1
YOR002W	0	0	0	Q12001	ALG6	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase	NA
YBR288C	0	0	0	P38153	APM3	AP-3 complex subunit mu	YKS6
YCL050C	0	0	0	P16550	APA1	Protein APA1	DTP {ECO:0000303|PubMed:2174812}
YBR151W	0	0	0	P38281	APD1	Actin patches distal protein 1	NA
YJR080C	0	0	0	P47127	AIM24	Altered inheritance of mitochondria protein 24, mitochondrial precursor	FMP26
YKR074W	0	0	0	P36154	AIM29	Altered inheritance rate of mitochondria protein 29	NA
YAL049C	0	0	0	P39721	AIM2	Protein AIM2	NA
YER052C	0	0	0	P10869	HOM3	Aspartokinase	NA
YOR067C	0	0	0	P40351	ALG8	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	NA
YGR225W	0	0	0	P50082	AMA1	Meiosis-specific APC/C activator protein AMA1	SPO70
YGR241C	0	0	0	P53309	YAP1802	Clathrin coat assembly protein AP180B	NA
YKL135C	0	0	0	P36000	APL2	AP-1 complex subunit beta-1	NA
YOL062C	0	0	0	Q99186	APM4	AP-2 complex subunit mu	AMP1
YGR261C	0	0	0	P46682	APL6	AP-3 complex subunit beta	YKS5
YDR530C	0	0	0	P22108	APA2	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 {ECO:0000303|PubMed:2174863}	NA
YCR082W	0	0	0	P25649	AHC2	ADA histone acetyltransferase complex component 2	NA
Q0050	0	0	0	P03875	AI1	Putative COX1/OXI3 intron 1 protein	NA
YAL046C	0	0	0	P39724	AIM1	Altered inheritance of mitochondria protein 1	NA
YDL237W	0	0	0	Q07716	AIM6	Altered inheritance of mitochondria protein 6 precursor	NA
YOR034C	0	0	0	Q12013	AKR2	Probable palmitoyltransferase AKR2	NA
YLR089C	0	0	0	P52893	ALT1	Probable alanine aminotransferase, mitochondrial precursor	NA
YJL122W	0	0	0	P47019	ALB1	Ribosome biogenesis protein ALB1	NA
YER073W	0	0	0	P40047	ALD5	Aldehyde dehydrogenase 5, mitochondrial precursor	ALD3;ALDH5
YIR032C	0	0	0	P32459	DAL3	Ureidoglycolate lyase	NA
YIR027C	0	0	0	P32375	DAL1	Allantoinase	NA
YLR170C	0	0	0	P35181	APS1	AP-1 complex subunit sigma-1	YAP19
YBL037W	0	0	0	P38065	APL3	AP-2 complex subunit alpha	NA
YMR062C	0	0	0	Q04728	ARG7	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03124} precursor	ECM40
YOR175C	0	0	0	Q08548	ALE1	Lysophospholipid acyltransferase	LCA1;LPT1;SLC4
YKL103C	0	0	0	P14904	APE1	Vacuolar aminopeptidase 1 {ECO:0000303|PubMed:17329814} precursor	API {ECO:0000303|PubMed:2651436};LAP4 {ECO:0000303|PubMed:6352682};YSC1 {ECO:0000303|PubMed:2689224}
YJR005W	0	0	0	P27351	APL1	AP-2 complex subunit beta	YAP80
YPL195W	0	0	0	Q08951	APL5	AP-3 complex subunit delta	YKS4
YGL240W	0	0	0	P53068	DOC1	Anaphase-promoting complex subunit DOC1	APC10
YKL114C	0	0	0	P22936	APN1	DNA-(apurinic or apyrimidinic site) lyase 1	NA
YDL137W	0	0	0	P19146	ARF2	ADP-ribosylation factor 2	NA
YOL140W	0	0	0	P18544	ARG8	Acetylornithine aminotransferase, mitochondrial precursor	NA
YMR042W	0	0	0	P07249	ARG80	Arginine metabolism regulation protein I	ARGR1
YHR018C	0	0	0	P04076	ARG4	Argininosuccinate lyase	NA
YHL047C	0	0	0	P38724	ARN2	Siderophore iron transporter ARN2	TAF1
YHR126C	0	0	0	P38832	ANS1	Probable GPI-anchored protein ANS1 precursor	NA
YPR029C	0	0	0	Q12028	APL4	AP-1 complex subunit gamma-1	NA
YHL019C	0	0	0	P38700	APM2	Adaptin medium chain homolog APM2	NA
YLR118C	0	0	0	Q12354	NA	Acyl-protein thioesterase 1	NA
YDR441C	0	0	0	P36973	APT2	Adenine phosphoribosyltransferase 2	NA
YCR048W	0	0	0	P25628	ARE1	Sterol O-acyltransferase 1	SAT2
YOR094W	0	0	0	P40994	ARF3	ADP-ribosylation factor 3	NA
YMR027W	0	0	0	Q04371	NA	Protein-glutamate O-methyltransferase {ECO:0000250|UniProtKB:Q9H993}	NA
YDR421W	0	0	0	Q04052	ARO80	Transcriptional activator ARO80	NA
YPL259C	0	0	0	Q00776	APM1	AP-1 complex subunit mu-1-I	YAP54
YBR286W	0	0	0	P37302	APE3	Aminopeptidase Y precursor	NA
YIL040W	0	0	0	P40532	APQ12	Nuclear membrane organization protein APQ12	NA
YPR192W	0	0	0	P0CD91	AQY1	Aquaporin-1	AQY1-2
YMR041C	0	0	0	Q04212	ARA2	D-arabinose 1-dehydrogenase	NA
YHR013C	0	0	0	P07347	ARD1	N-terminal acetyltransferase A complex catalytic subunit ARD1	NA
YGL202W	0	0	0	P53090	ARO8	Aromatic/aminoadipate aminotransferase 1	NA
YGL148W	0	0	0	P28777	ARO2	Chorismate synthase	NA
YNL059C	0	0	0	P53946	ARP5	Actin-related protein 5	NA
YDR525W	0	0	0	Q04413	API2	Putative uncharacterized protein API2	NA
YBL019W	0	0	0	P38207	APN2	DNA-(apurinic or apyrimidinic site) lyase 2	ETH1
YJL075C	0	0	0	P47036	APQ13	Putative uncharacterized protein APQ13	NA
YML022W	0	0	0	P49435	APT1	Adenine phosphoribosyltransferase 1	NA
YOR258W	0	0	0	Q08702	HNT3	Aprataxin-like protein	NA
YLL052C	0	0	0	P0CD90	AQY2	Aquaporin-like protein 2	AQY2-2
YGL157W	0	0	0	P53111	ARI1	NADPH-dependent aldehyde reductase ARI1	NA
YBR164C	0	0	0	P38116	ARL1	ADP-ribosylation factor-like protein 1	ARF3
YPL051W	0	0	0	Q02804	ARL3	ADP-ribosylation factor-like protein 3	ARP1
YDR380W	0	0	0	Q06408	ARO10	Transaminated amino acid decarboxylase	NA
YBR249C	0	0	0	P32449	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	NA
YHR129C	0	0	0	P38696	ARP1	Centractin	ACT3;ACT5
YJL170C	0	0	0	P46993	ASG7	Protein ASG7	NA
YNL008C	0	0	0	P53983	ASI3	Protein ASI3	NA
YBR149W	0	0	0	P38115	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	NA
YDL192W	0	0	0	P11076	ARF1	ADP-ribosylation factor 1	NA
YER069W	0	0	0	Q01217	ARG5,6	Protein ARG5,6, mitochondrial precursor	NA
YPL111W	0	0	0	P00812	CAR1	Arginase	NA
YML099C	0	0	0	P05085	ARG81	Arginine metabolism regulation protein II	ARGR2
YOR141C	0	0	0	Q12386	ARP8	Actin-like protein ARP8	NA
YLR154W-A	0	0	0	Q8TGM7	ART2	Putative uncharacterized protein ART2	NA
YLR242C	0	0	0	Q06541	ARV1	Protein ARV1	NA
YDR101C	0	0	0	Q03862	ARX1	Probable metalloprotease ARX1	NA
YJR058C	0	0	0	Q00381	APS2	AP-2 complex subunit sigma	YAP17
YJL024C	0	0	0	P47064	APS3	AP-3 complex subunit sigma	YKS7
YGL105W	0	0	0	P46672	ARC1	tRNA-aminoacylation cofactor ARC1	G4P1
YLR154W-E	0	0	0	Q8TGM5	ART3	Putative uncharacterized protein ART3	NA
YLR160C	0	0	0	P0CX79	ASP3-4	L-asparaginase 2-4 precursor	NA
YMR162C	0	0	0	Q12674	DNF3	Probable phospholipid-transporting ATPase DNF3	NA
YLR370C	0	0	0	Q05933	ARC18	Actin-related protein 2/3 complex subunit 3	NA
YML096W	0	0	0	Q04489	NA	Asparagine synthetase domain-containing protein YML096W	NA
YGR124W	0	0	0	P49090	ASN2	Asparagine synthetase [glutamine-hydrolyzing] 2	NA
YPR093C	0	0	0	Q06834	ASR1	Alcohol-sensitive RING finger protein 1	NA
YGL006W	0	0	0	P38929	PMC1	Calcium-transporting ATPase 2	NA
YAL026C	0	0	0	P39524	DRS2	Probable phospholipid-transporting ATPase DRS2	NA
YDR093W	0	0	0	Q12675	DNF2	Phospholipid-transporting ATPase DNF2	NA
YEL031W	0	0	0	P39986	SPF1	Manganese-transporting ATPase 1	NA
YBR217W	0	0	0	P38316	ATG12	Ubiquitin-like protein ATG12	APG12
YLR423C	0	0	0	Q06410	ATG17	Autophagy-related protein 17	APG17
YFR021W	0	0	0	P43601	ATG18	Autophagy-related protein 18 {ECO:0000303|PubMed:14536056}	AUT10 {ECO:0000303|PubMed:11707261};CVT18 {ECO:0000303|PubMed:11739783};NMR1 {ECO:0000303|PubMed:11470404};SVP1 {ECO:0000303|PubMed:15103325}
YLR431C	0	0	0	Q06671	ATG23	Autophagy-related protein 23	CVT23
YNL242W	0	0	0	P53855	ATG2	Autophagy-related protein 2	APG2;AUT8;SPO72
YLR312C	0	0	0	Q06159	ATG39	Autophagy-related protein 39 {ECO:0000303|PubMed:26040717}	NA
YPL149W	0	0	0	Q12380	ATG5	Autophagy protein 5	APG5
YDR127W	0	0	0	P08566	ARO1	Pentafunctional AROM polypeptide {ECO:0000255|HAMAP-Rule:MF_03143}	AROM
YHR137W	0	0	0	P38840	ARO9	Aromatic amino acid aminotransferase 2	NA
YDR035W	0	0	0	P14843	ARO3	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited	NA
YPR145W	0	0	0	P49089	ASN1	Asparagine synthetase [glutamine-hydrolyzing] 1	NA
YLR157C	0	0	0	P0CX77	ASP3-2	L-asparaginase 2-2 precursor	NA
YOL058W	0	0	0	P22768	ARG1	Argininosuccinate synthase	NA
YER101C	0	0	0	P39945	AST2	Protein AST2	NA
YLL042C	0	0	0	Q07879	ATG10	Ubiquitin-like-conjugating enzyme ATG10	APG10
YDL149W	0	0	0	Q12142	ATG9	Autophagy-related protein 9 {ECO:0000303|PubMed:14536056}	APG9 {ECO:0000303|PubMed:8224160};AUT9 {ECO:0000303|PubMed:8663607};CVT7 {ECO:0000303|PubMed:7593182}
YPR026W	0	0	0	P48016	ATH1	Vacuolar acid trehalase precursor	NA
YDR384C	0	0	0	Q12359	ATO3	Ammonia transport outward protein 3	NA
YLR393W	0	0	0	P18496	ATP10	Mitochondrial ATPase complex subunit ATP10	NA
YML081C-A	0	0	0	P81450	ATP18	ATP synthase subunit J, mitochondrial	NA
YDR106W	0	0	0	Q04549	ARP10	Actin-like protein ARP10	NA
YLR085C	0	0	0	Q12509	ARP6	Actin-like protein ARP6	NA
YPR200C	0	0	0	Q06597	ARR2	Arsenical-resistance protein 2	ACR2
YPR201W	0	0	0	Q06598	ARR3	Arsenical-resistance protein 3 {ECO:0000305}	ACR3 {ECO:0000303|PubMed:9234670}
YLR392C	0	0	0	P18634	ART10	Arrestin-related trafficking adapter 10	NA
YLR155C	0	0	0	P0CZ17	ASP3-1	L-asparaginase 2-1 precursor	NA
YER166W	0	0	0	P32660	DNF1	Phospholipid-transporting ATPase DNF1	NA
YPL166W	0	0	0	Q12092	ATG29	Autophagy-related protein 29	NA
YOL083W	0	0	0	Q12292	ATG34	Autophagy-related protein 34	ATG19-B
YMR119W	0	0	0	P54074	ASI1	Protein ASI1	NA
YGR097W	0	0	0	P48361	ASK10	Activator of SKN7 protein 10	RGC2
YLR158C	0	0	0	P0CX78	ASP3-3	L-asparaginase 2-3 precursor	NA
YDR321W	0	0	0	P38986	ASP1	L-asparaginase 1	NA
YBR128C	0	0	0	P38270	ATG14	Autophagy-related protein 14	APG14;CVT12
YOL082W	0	0	0	P35193	ATG19	Autophagy-related protein 19	CVT19
YPL100W	0	0	0	Q02887	ATG21	Autophagy-related protein 21	CVT21;HSV1;MAI1
YLR189C	0	0	0	Q06321	ATG26	Sterol 3-beta-glucosyltransferase	UGT51
YLR211C	0	0	0	Q05789	ATG38	Autophagy-related protein 38 {ECO:0000303|PubMed:24165940}	NA
YNR007C	0	0	0	P40344	ATG3	Autophagy-related protein 3	APG3;AUT1
YBL088C	0	0	0	P38110	TEL1	Serine/threonine-protein kinase TEL1	NA
YJL180C	0	0	0	P22135	ATP12	Protein ATP12, mitochondrial precursor	NA
YLR295C	0	0	0	Q12349	ATP14	ATP synthase subunit H, mitochondrial precursor	NA
YNR020C	0	0	0	P53722	ATP23	Mitochondrial inner membrane protease ATP23	NA
YMR098C	0	0	0	Q03153	ATP25	ATPase synthesis protein 25, mitochondrial precursor	NA
YPL271W	0	0	0	P21306	ATP15	ATP synthase subunit epsilon, mitochondrial	NA
Q0085	0	0	0	P00854	ATP6	ATP synthase subunit a precursor	OLI2;OLI4;PHO1
Q0080	0	0	0	P00856	ATP8	ATP synthase protein 8	AAP1
YPL078C	0	0	0	P05626	ATP4	ATP synthase subunit 4, mitochondrial precursor	NA
YIL130W	0	0	0	P40467	ASG1	Activator of stress genes 1	NA
YNL159C	0	0	0	P53895	ASI2	Protein ASI2	NA
YPR049C	0	0	0	Q12527	ATG11	Autophagy-related protein 11	CVT9
YDR022C	0	0	0	Q12421	ATG31	Autophagy-related protein 31	CIS1
YOR152C	0	0	0	Q99325	ATG40	Autophagy-related protein 40 {ECO:0000303|PubMed:26040717} precursor	NA
YNR002C	0	0	0	P32907	ATO2	Ammonia transport outward protein 2	FUN34
YDR350C	0	0	0	P50273	ATP22	Mitochondrial translation factor ATP22 precursor	TCM10
YKL016C	0	0	0	P30902	ATP7	ATP synthase subunit d, mitochondrial	NA
Q0130	0	0	0	P61829	OLI1	ATP synthase subunit 9, mitochondrial	ATP9;OLI3;PHO2
YBR039W	0	0	0	P38077	ATP3	ATP synthase subunit gamma, mitochondrial precursor	ATP3a;ATP3b
YDR377W	0	0	0	Q06405	ATP17	ATP synthase subunit f, mitochondrial precursor	NA
YCR068W	0	0	0	P25641	ATG15	Putative lipase ATG15	AUT5;CVT17
YCL038C	0	0	0	P25568	ATG22	Autophagy-related protein 22	AUT4
YDL181W	0	0	0	P01097	INH1	ATPase inhibitor, mitochondrial precursor	NA
YJR121W	0	0	0	P00830	ATP2	ATP synthase subunit beta, mitochondrial precursor	NA
YBR295W	0	0	0	P38360	PCA1	P-type cation-transporting ATPase	CAD2;PAY2
YDR270W	0	0	0	P38995	CCC2	Copper-transporting ATPase	NA
YNL259C	0	0	0	P38636	ATX1	Metal homeostasis factor ATX1	NA
YOR134W	0	0	0	Q12128	BAG7	Rho-GTPase-activating protein BAG7	NA
YDR046C	0	0	0	P41815	BAP3	Valine amino-acid permease	PAP1
YGL167C	0	0	0	P13586	PMR1	Calcium-transporting ATPase 1	BSD1;SCC1
YMR159C	0	0	0	Q03818	ATG16	Autophagy protein 16	APG15;APG16;CVT11;SAP18
YDL113C	0	0	0	Q07528	ATG20	Autophagy-related protein 20	CVT20;SNX42
YJL178C	0	0	0	P46989	ATG27	Autophagy-related protein 27 precursor	ETF1
YBL099W	0	0	0	P07251	ATP1	ATP synthase subunit alpha, mitochondrial precursor	NA
