oln_id	uniprot_acc	gene_name	description	synonyms
YDR191W	P53688	HST4	NAD-dependent histone deacetylase HST4	
YML058W-A	Q6Q5K6	HUG1	MEC1-mediated checkpoint protein HUG1	
YGL141W	P53119	HUL5	Probable E3 ubiquitin-protein ligase HUL5	
YMR195W	Q04329	ICY1	Interacting with cytoskeleton protein 1	
YOR136W	P28241	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial precursor	
YNL009W	P53982	IDP3	Isocitrate dehydrogenase [NADP]	
YDL066W	P21954	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial precursor	
YER092W	P40060	IES5	Ino eighty subunit 5	
YPL237W	P09064	SUI3	Eukaryotic translation initiation factor 2 subunit beta	TIF212
YER025W	P32481	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	TIF213
YJL159W	P32478	HSP150	Cell wall mannoprotein HSP150 precursor	CCW7;ORE1;PIR2
YBR133C	P38274	HSL7	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	
YDR171W	Q12329	HSP42	Heat shock protein 42	
YLR259C	P19882	HSP60	Heat shock protein 60, mitochondrial precursor	MIF4
YBL075C	P09435	SSA3	Heat shock protein SSA3	
YNL209W	P40150	SSB2	Heat shock protein SSB2	
YEL030W	P39987	ECM10	Heat shock protein SSC3, mitochondrial precursor	SSC3
YLR369W	Q05931	SSQ1	Heat shock protein SSQ1, mitochondrial precursor	SSC2
YOL068C	P53685	HST1	NAD-dependent protein deacetylase HST1	
YHR067W	P38790	HTD2	Hydroxyacyl-thioester dehydratase type 2, mitochondrial	RMD12
YCR020W-B	Q9URQ5	HTL1	High temperature lethal protein 1	DRT1
YGR268C	P40325	HUA1	Proline-rich protein HUA1	
YDL245C	P54854	HXT15	Hexose transporter HXT15	
YNR072W	P53631	HXT17	Hexose transporter HXT17	
YHR094C	P32465	HXT1	Low-affinity glucose transporter HXT1	HOR4
YDR343C	P39003	HXT6	High-affinity hexose transporter HXT6	
YJL214W	P40886	HXT8	Hexose transporter HXT8	
YNL164C	P53892	IBD2	Protein IBD2	
YNL215W	P40154	IES2	Ino eighty subunit 2	
YEL044W	P32617	IES6	Chromatin-remodeling complex subunit IES6	
YGR162W	P39935	TIF4631	Eukaryotic initiation factor 4F subunit p150	
YPR041W	P38431	TIF5	Eukaryotic translation initiation factor 5	
YPR016C	Q12522	TIF6	Eukaryotic translation initiation factor 6 {ECO:0000255|HAMAP-Rule:MF_03132}	CDC95
YHR132W-A	Q9P305	IGO2	mRNA stability protein IGO2	
YFL014W	P22943	HSP12	12 kDa heat shock protein	GLP1;HOR5
YCL040W	P17709	GLK1	Glucokinase-1	HOR3
YBR157C	P38284	ICS2	Increased copper sensitivity protein 2	
YLR099C	Q12385	ICT1	1-acylglycerol-3-phosphate O-acyltransferase ICT1	
YFL013C	P43579	IES1	Ino eighty subunit 1	
YOR189W	Q08561	IES4	Ino eighty subunit 4	
YMR260C	P38912	TIF11	Eukaryotic translation initiation factor 1A	
YKR059W	P10081	TIF1	ATP-dependent RNA helicase eIF4A	TIF41A
YJL138C	P10081	TIF2	ATP-dependent RNA helicase eIF4A	TIF41B
YPR163C	P34167	TIF3	Eukaryotic translation initiation factor 4B	STM1;TIF42
YFR017C	P43598	IGD1	Inhibitor of glycogen debranching 1	
YJR118C	P47155	ILM1	Protein ILM1	
YCR021C	P25619	HSP30	30 kDa heat shock protein	
YDR533C	Q04432	HSP31	Glutathione-independent glyoxalase HSP31 {ECO:0000303|PubMed:24302734}	
YPL106C	P32589	SSE1	Heat shock protein homolog SSE1	MSI3
YIL170W	P40441	HXT12	Putative hexose transporter 12	
YEL069C	P39924	HXT13	Hexose transporter HXT13	HXT8
YFL011W	P43581	HXT10	Hexose transporter HXT10	
YKL189W	P32464	HYM1	Protein HYM1	
YOR126C	P41734	IAH1	Isoamyl acetate-hydrolyzing esterase	EST2
YOL023W	P25038	IFM1	Translation initiation factor IF-2, mitochondrial precursor	
YEL034W	P23301	HYP2	Eukaryotic translation initiation factor 5A-1	TIF51A
YJL057C	P47042	IKS1	Probable serine/threonine-protein kinase IKS1	
YGL241W	P53067	KAP114	Importin subunit beta-5	
YAR073W	P39567	IMD1	Putative inosine-5'-monophosphate dehydrogenase 1 {ECO:0000305|PubMed:12746440}	
YML056C	P50094	IMD4	Inosine-5'-monophosphate dehydrogenase 4 {ECO:0000255|HAMAP-Rule:MF_03156}	
YIL154C	P32351	IMP2'	Sugar utilization regulatory protein IMP2	IMP2
YIR024C	P40576	INA22	Inner membrane assembly complex subunit 22 {ECO:0000305|PubMed:24942160} precursor	
YHR092C	P32467	HXT4	Low-affinity glucose transporter HXT4	LGT1;RAG1
YJL219W	P40885	HXT9	Hexose transporter HXT9	
YPL250C	Q12048	ICY2	Protein ICY2	
YJR007W	P20459	SUI2	Eukaryotic translation initiation factor 2 subunit alpha	TIF211
YLR355C	P06168	ILV5	Ketol-acid reductoisomerase, mitochondrial precursor	
YJL216C	P40884	IMA5	Oligo-1,6-glucosidase IMA5	
YBR017C	P38217	KAP104	Importin subunit beta-2 {ECO:0000250|UniProtKB:Q92973}	
YHR216W	P38697	IMD2	Inosine-5'-monophosphate dehydrogenase 2 {ECO:0000255|HAMAP-Rule:MF_03156}	PUR5
YCR046C	P25626	IMG1	54S ribosomal protein IMG1, mitochondrial precursor	PETCR46
YHR148W	P32899	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	
YDR287W	Q05533	INM2	Inositol monophosphatase 2	IMP2
YOL065C	Q08227	INP54	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP54	
YPL244C	Q12520	HUT1	UDP-galactose transporter homolog 1	MLF6
YGL253W	P04807	HXK2	Hexokinase-2	HEX1;HKB
YNL318C	P42833	HXT14	Hexose transporter HXT14	HXT9
YIL090W	P40499	ICE2	Protein ICE2	
YLR174W	P41939	IDP2	Isocitrate dehydrogenase [NADP] cytoplasmic	
YPL117C	P15496	IDI1	Isopentenyl-diphosphate Delta-isomerase	BOT2
YJL146W	P46958	IDS2	IME2-dependent-signaling protein	
YLR052W	Q12345	IES3	Ino eighty subunit 3	
YCR071C	P25642	IMG2	54S ribosomal protein IMG2, mitochondrial precursor	
YGR031W	P53219	IMO32	Abhydrolase domain-containing protein IMO32 precursor	
YMR035W	P46972	IMP2	Mitochondrial inner membrane protease subunit 2	
YHR046C	P38710	INM1	Inositol monophosphatase 1	IMP1
YNL152W	P53901	INN1	Ingression protein 1	
YMR204C	Q03694	INP1	Inheritance of peroxisomes protein 1	
YIL162W	P00724	SUC2	Invertase 2 precursor	
YHR085W	P38803	IPI1	Pre-rRNA-processing protein IPI1	
YDR072C	P38954	IPT1	Inositolphosphotransferase 1	SYR4
YBR140C	P18963	IRA1	Inhibitory regulator protein IRA1	GLC1;PPD1
YDR112W	A0A023PXB5	IRC2	Putative uncharacterized membrane protein IRC2 {ECO:0000305}	
YDR540C	Q03036	IRC4	Uncharacterized protein IRC4	
YER078C	P40051	ICP55	Intermediate cleaving peptidase 55	
YAL035W	P39730	FUN12	Eukaryotic translation initiation factor 5B {ECO:0000305|PubMed:12507428}	
YLR223C	P39520	IFH1	Protein IFH1	RRP3
YCL009C	P25605	ILV6	Acetolactate synthase small subunit, mitochondrial precursor	
YMR108W	P07342	ILV2	Acetolactate synthase catalytic subunit, mitochondrial precursor	SMR1
YOL157C	Q08295	IMA2	Oligo-1,6-glucosidase IMA2	
YLR347C	Q06142	KAP95	Importin subunit beta-1 {ECO:0000303|PubMed:9321403}	
YMR308C	P32337	PSE1	Importin subunit beta-3 {ECO:0000305}	KAP121 {ECO:0000303|PubMed:9182759}
YJR094C	P21190	IME1	Meiosis-inducing protein 1	
YLR309C	Q06704	IMH1	Golgin IMH1	SYS3
YGL150C	P53115	INO80	Putative DNA helicase INO80	
YMR163C	Q03824	INP2	Inheritance of peroxisomes protein 2	
YOR044W	Q08416	IRC23	Increased recombination centers protein 23	
YDR332W	Q06683	IRC3	Putative ATP-dependent helicase IRC3	
YER180C	P32645	ISC10	Meiosis-specific protein ISC10	
YOL139C	P07260	CDC33	Eukaryotic translation initiation factor 4E	TIF45
YGL049C	P39936	TIF4632	Eukaryotic initiation factor 4F subunit p130	
YNL157W	P53897	IGO1	mRNA stability protein IGO1	
YJR016C	P39522	ILV3	Dihydroxy-acid dehydratase, mitochondrial precursor	
YJR138W	P47170	IML1	Vacuolar membrane-associated protein IML1	SEA1
YJL082W	P47031	IML2	Mitochondrial outer membrane protein IML2	
YMR150C	P28627	IMP1	Mitochondrial inner membrane protease subunit 1	PET2858
YIL002C	P40559	INP51	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51	SJL1
YOR109W	Q12271	INP53	Polyphosphatidylinositol phosphatase INP53	SJL3;SOP2
YFR013W	P43596	IOC3	ISWI one complex protein 3	
YNL182C	P53877	IPI3	Pre-rRNA-processing protein IPI3	
YOR135C	Q08522	IRC14	Putative increased recombination centers protein 14	
YJL037W	P47056	IRC18	Outer spore wall protein 6 {ECO:0000303|PubMed:23966878} precursor	OSW6 {ECO:0000303|PubMed:23966878}
YER048W-A	Q6Q560	ISD11	Protein ISD11	
YIR005W	P40565	IST3	U2 snRNP component IST3	SNU17
YBR245C	P38144	ISW1	ISWI chromatin-remodeling complex ATPase ISW1	
YOR304W	Q08773	ISW2	ISWI chromatin-remodeling complex ATPase ISW2	
YNL189W	Q02821	SRP1	Importin subunit alpha	KAP60
YER110C	P40069	KAP123	Importin subunit beta-4 {ECO:0000305}	YRB4 {ECO:0000303|PubMed:9321403}
YLR432W	P50095	IMD3	Inosine-5'-monophosphate dehydrogenase 3 {ECO:0000255|HAMAP-Rule:MF_03156}	
YJL106W	P32581	IME2	Meiosis induction protein kinase IME2/SME1	SME1
YPL099C	Q02888	INA17	Inner membrane assembly complex subunit 17 {ECO:0000305|PubMed:24942160} precursor	AIM43 {ECO:0000303|PubMed:19300474};FMP14 {ECO:0000303|PubMed:14576278}
YJL153C	P11986	INO1	Inositol-3-phosphate synthase	
YOL108C	P13902	INO4	Protein INO4	
YNL015W	P0CT04	PBI2	Protease B inhibitor 2	
YOR235W	Q08630	IRC13	Putative increased recombination centers protein 13	
YPR038W	Q6B0V8	IRC16	Putative increased recombination centers protein 16	
YFR043C	P43615	IRC6	Increased recombination centers protein 6	
YJL051W	P47046	IRC8	Uncharacterized protein IRC8	
YOR155C	Q99312	ISN1	IMP-specific 5'-nucleotidase 1	
YPR133C	Q06505	SPN1	Transcription factor SPN1	IWS1
YKL032C	P33417	IXR1	Intrastrand cross-link recognition protein	ORD1
YGL018C	P53193	JAC1	J-type co-chaperone JAC1, mitochondrial precursor	SEO2
YGL192W	P41833	IME4	N6-adenosine-methyltransferase IME4	SPO8
YBR107C	P38265	IML3	Central kinetochore subunit IML3	MCM19
YNL075W	P53941	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	
YDR123C	P26798	INO2	Protein INO2	DIE1;SCS1
YLR095C	Q12072	IOC2	ISWI one complex protein 2	
YMR044W	Q04213	IOC4	ISWI one complex protein 4	
YMR174C	P01094	PAI3	Protease A inhibitor 3	
YPL209C	P38991	IPL1	Spindle assembly checkpoint kinase	
YDR173C	P07250	ARG82	Inositol polyphosphate multikinase	ARGR3;IPK2
YPL242C	Q12280	IQG1	Ras GTPase-activating-like protein IQG1	CYK1
YMR073C	Q04772	IRC21	Increased recombination centers protein 21	
YKR019C	P36115	IRS4	Increased rDNA silencing protein 4	
YJR050W	P21374	ISY1	Pre-mRNA-splicing factor ISY1	NTC30;UTR3
YJR119C	P47156	JHD2	Histone demethylase JHD2	
YJR091C	P47135	JSN1	Protein JSN1	PUF1
YDR315C	Q06667	IPK1	Inositol-pentakisphosphate 2-kinase	GSL1
YPR067W	Q12425	ISA2	Iron-sulfur assembly protein 2	
YER019W	P40015	ISC1	Inositol phosphosphingolipids phospholipase C	
YGL133W	P53125	ITC1	Imitation switch two complex protein 1	
YDL115C	Q07532	IWR1	RNA polymerase II nuclear localization protein IWR1	
YLR023C	Q07959	IZH3	ADIPOR-like receptor IZH3	
YLR331C	O13555	JIP3	Putative uncharacterized protein JIP3	
YPR169W	Q06214	JIP5	WD repeat-containing protein JIP5	
YJL164C	P06244	TPK1	cAMP-dependent protein kinase type 1	PKA1;SRA3
YKL166C	P05986	TPK3	cAMP-dependent protein kinase type 3	PKA3
YKL001C	Q02196	MET14	Adenylyl-sulfate kinase	
YJR047C	P19211	ANB1	Eukaryotic translation initiation factor 5A-2	HYP1;TIF51B
YNL106C	P50942	INP52	Polyphosphatidylinositol phosphatase INP52	SJL2
YMR267W	P28239	PPA2	Inorganic pyrophosphatase, mitochondrial precursor	IPP2
YBR011C	P00817	IPP1	Inorganic pyrophosphatase	PPA;PPA1
YOL015W	Q08118	IRC10	Uncharacterized protein IRC10	
YPL017C	Q02733	IRC15	Increased recombination centers protein 15	
YLL033W	Q07843	IRC19	Increased recombination centers protein 19	RRG4
YJL142C	P47010	IRC9	Putative uncharacterized protein IRC9	
YHR079C	P32361	IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	ERN1
YMR081C	P32488	ISF1	Increasing suppression factor 1	MBR3
YOR226C	Q12056	ISU2	Iron sulfur cluster assembly protein 2, mitochondrial precursor	NUA2
YDR497C	P30605	ITR1	Myo-inositol transporter 1	
YDR475C	Q03361	JIP4	Uncharacterized protein JIP4	
YNL227C	P53863	JJJ1	J protein JJJ1	
YMR132C	P40206	JLP2	Protein JLP2	
YMR294W	P36224	JNM1	Nuclear migration protein JNM1	INS1
YPL125W	Q02932	KAP120	Importin beta-like protein KAP120	
YPR141C	P17119	KAR3	Kinesin-like protein KAR3	
YER123W	P39962	YCK3	Casein kinase I homolog 3	CKI3
YFR014C	P27466	CMK1	Calcium/calmodulin-dependent protein kinase I	
YOL016C	P22517	CMK2	Calcium/calmodulin-dependent protein kinase II	
YOL081W	P19158	IRA2	Inhibitory regulator protein IRA2	CCS1;GLC4
YOR013W	Q12479	IRC11	Putative increased recombination centers protein 11	
YLR247C	Q06554	IRC20	Uncharacterized ATP-dependent helicase IRC20	
YEL001C	P40006	IRC22	Increased recombination centers protein 22 precursor	
YFR038W	P43610	IRC5	Uncharacterized ATP-dependent helicase IRC5	
YLL027W	Q07821	ISA1	Iron-sulfur assembly protein 1	
YPR106W	Q06098	ISR1	Serine/threonine-protein kinase ISR1	
YOL103W	P30606	ITR2	Myo-inositol transporter 2	
YDR229W	Q04934	IVY1	Protein IVY1	
YOL101C	Q99393	IZH4	ADIPOR-like receptor IZH4	
YER051W	P40034	JHD1	JmjC domain-containing histone demethylation protein 1	
YNL188W	P11927	KAR1	Cell division control protein KAR1	
YNL265C	P53843	IST1	Vacuolar protein sorting-associated protein IST1	
YPL135W	Q03020	ISU1	Iron sulfur cluster assembly protein 1, mitochondrial precursor	NUA1
YJR069C	P47119	HAM1	Inosine triphosphate pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_03148}	
YML068W	Q04638	ITT1	Translation termination inhibitor protein ITT1	
YOL002C	Q12442	IZH2	ADIPOR-like receptor IZH2	PHO36
YPR061C	Q12350	JID1	J domain-containing protein 1	
YJL162C	P46997	JJJ2	J protein JJJ2	
YGL016W	P32767	KAP122	Importin beta-like protein KAP122	PDR6
YER170W	P26364	ADK2	GTP:AMP phosphotransferase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03169}	AKY3;PAK3
YNL154C	P23292	YCK2	Casein kinase I homolog 2	CKI1
YPL145C	P35844	KES1	Oxysterol-binding protein homolog 4	OSH4
YGL203C	P09620	KEX1	Pheromone-processing carboxypeptidase KEX1 precursor	
YHR102W	P38692	KIC1	Serine/threonine-protein kinase KIC1	NRK1
YBR086C	P38250	IST2	Increased sodium tolerance protein 2	
YDR492W	Q03419	IZH1	ADIPOR-like receptor IZH1	
YJL073W	P40358	JEM1	DnaJ-like chaperone JEM1 precursor	KAR8
YLL057C	Q12358	JLP1	Alpha-ketoglutarate-dependent sulfonate dioxygenase	
YDR226W	P07170	ADK1	Adenylate kinase {ECO:0000255|HAMAP-Rule:MF_03168} precursor	AKY;AKY1;AKY2
YKL024C	P15700	URA6	Uridylate kinase {ECO:0000255|HAMAP-Rule:MF_03172}	SOC8
YKL217W	P36035	JEN1	Carboxylic acid transporter protein homolog	
YPL203W	P06245	TPK2	cAMP-dependent protein kinase type 2	PKA2;YKR1
YIL033C	P07278	BCY1	cAMP-dependent protein kinase regulatory subunit	REG1;SRA1
YPL269W	P32526	KAR9	Karyogamy protein KAR9	
YDL124W	Q07551		NADPH-dependent alpha-keto amide reductase	
YDR017C	Q12494	KCS1	Inositol hexakisphosphate kinase 1	
YDR367W	Q06346	KEI1	Inositol phosphorylceramide synthase regulatory subunit KEI1 precursor	
YDR454C	P15454	GUK1	Guanylate kinase	
YHR025W	P17423	THR1	Homoserine kinase	
YPL155C	P28743	KIP2	Kinesin-like protein KIP2	
YDL166C	Q12055	FAP7	Adenylate kinase isoenzyme 6 homolog FAP7 {ECO:0000255|HAMAP-Rule:MF_03173}	
YKR038C	P36132	KAE1	tRNA N6-adenosine threonylcarbamoyltransferase {ECO:0000255|HAMAP-Rule:MF_03180}	
YMR065W	Q04746	KAR5	Nuclear fusion protein KAR5 precursor	FIG3
YHR135C	P23291	YCK1	Casein kinase I homolog 1	CKI2
YCL024W	P25389	KCC4	Probable serine/threonine-protein kinase KCC4	
YBL098W	P38169	BNA4	Kynurenine 3-monooxygenase {ECO:0000255|HAMAP-Rule:MF_03018}	
YGR040W	P14681	KSS1	Mitogen-activated protein kinase KSS1	
YMR106C	Q04437	YKU80	ATP-dependent DNA helicase II subunit 2	HDF2
YCL055W	P25583	KAR4	Karyogamy protein KAR4	
YKL161C	P36005	KDX1	Serine/threonine-protein kinase KDX1	MLP1
YPL263C	Q08979	KEL3	Kelch repeat-containing protein 3	
YNL238W	P13134	KEX2	Kexin precursor	QDS1
YLR133W	P20485	CKI1	Choline kinase	CKI
YDR122W	P13185	KIN1	Serine/threonine protein kinase KIN1	
YDL108W	P06242	KIN28	Serine/threonine-protein kinase KIN28	
YCR091W	P25341	KIN82	Serine/threonine-protein kinase KIN82	FPK2
YHR186C	P38873	KOG1	Target of rapamycin complex 1 subunit KOG1	LAS24
YER099C	P38620	PRS2	Ribose-phosphate pyrophosphokinase 2	PRPS2;PRS
YOL061W	Q12265	PRS5	Ribose-phosphate pyrophosphokinase 5	PRPS5
YOR347C	P52489	PYK2	Pyruvate kinase 2	
YJL174W	P39005	KRE9	Cell wall synthesis protein KRE9 precursor	
YIL085C	P40504	KTR7	Probable mannosyltransferase KTR7	
YGR238C	P50090	KEL2	Kelch repeat-containing protein 2	
YMR208W	P07277	ERG12	Mevalonate kinase	RAR1
YAR018C	P22209	KIN3	Serine/threonine-protein kinase KIN3	NPK1
YNL024C-A	Q8TGJ3	KSH1	Protein kish precursor	
YPR159W	P32486	KRE6	Beta-glucan synthesis-associated protein KRE6	CWH48
YGL079W	P53158	KXD1	Biogenesis of lysosome-related organelles complex 1 subunit KXD1	
YLR231C	Q05979	BNA5	Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017}	
YKR063C	P36146	LAS1	Protein LAS1	
YAL018C	P31379	LDS1	Outer spore wall protein LDS1 {ECO:0000305|PubMed:23966878}	
YFR042W	P43614	KEG1	Beta-1,6-glucan synthesis-associated protein KEG1	
YHR158C	P38853	KEL1	Kelch repeat-containing protein 1	
YDR428C	Q04066	BNA7	Kynurenine formamidase {ECO:0000255|HAMAP-Rule:MF_03014}	
YBL063W	P28742	KIP1	Kinesin-like protein KIP1	CIN9
YGL216W	P53086	KIP3	Kinesin-like protein KIP3	
YDL049C	P50112	KNH1	Cell wall synthesis protein KNH1 precursor	
YLL019C	P32350	KNS1	Dual specificity protein kinase KNS1	
YBL105C	P24583	PKC1	Protein kinase C-like 1	HPO2;STT1
YDR532C	Q04431	KRE28	Spindle pole body component KRE28	
YHR082C	P38691	KSP1	Serine/threonine-protein kinase KSP1	
YBR199W	P38131	KTR4	Probable mannosyltransferase KTR4	
YOL025W	Q92325	LAG2	Cullin-associated NEDD8-dissociated protein 1 homolog	
YHR155W	P38851	LAM1	Membrane-anchored lipid-binding protein LAM1 {ECO:0000303|PubMed:26001273}	YSP1 {ECO:0000303|PubMed:15657396}
YLR072W	Q08001	LAM6	Membrane-anchored lipid-binding protein LAM6 {ECO:0000303|PubMed:26001273}	LTC1 {ECO:0000303|PubMed:25987606}
YLR260W	Q06147	LCB5	Sphingoid long chain base kinase 5	
YER015W	P39518	FAA2	Long-chain-fatty-acid--CoA ligase 2	FAM1
YDL146W	Q12342	LDB17	Protein LDB17	
YOR322C	Q12502	LDB19	Protein LDB19	
YNL323W	P42838	LEM3	Alkylphosphocholine resistance protein LEM3	BRE3;ROS3
YJL094C	P40309	KHA1	K(+)/H(+) antiporter 1	
YHL011C	P38689	PRS3	Ribose-phosphate pyrophosphokinase 3	PRPS3
YER038C	P40026	KRE29	DNA repair protein KRE29	
YOR336W	P22023	KRE5	Killer toxin-resistance protein 5 precursor	
YNL308C	P42846	KRI1	Protein KRI1	
YCL059C	P25586	KRR1	KRR1 small subunit processome component	
YNL029C	P53966	KTR5	Probable mannosyltransferase KTR5	
YMR284W	P32807	YKU70	ATP-dependent DNA helicase II subunit 1	HDF1;NES24
YOR317W	P30624	FAA1	Long-chain-fatty-acid--CoA ligase 1	
YGL085W	P53153	LCL3	Probable endonuclease LCL3	
YER127W	P40079	LCP5	U3 small nucleolar ribonucleoprotein protein LCP5	
YBR204C	P38139	LDH1	Lipid droplet hydrolase 1	
YOR123C	P38439	LEO1	RNA polymerase-associated protein LEO1	
YGL009C	P07264	LEU1	3-isopropylmalate dehydratase	
YLR096W	P13186	KIN2	Serine/threonine-protein kinase KIN2	
YOR233W	Q01919	KIN4	Serine/threonine-protein kinase KIN4	KIN3;KIN31
YKL168C	P36004	KKQ8	Probable serine/threonine-protein kinase KKQ8	
YAL038W	P00549	CDC19	Pyruvate kinase 1	PYK1
YNL322C	P17260	KRE1	Protein KRE1 precursor	
YKL110C	P34253	KTI12	Protein KTI12	
YPL053C	P54070	KTR6	Mannosyltransferase KTR6	MNN6
YKL008C	P28496	LAC1	Sphingosine N-acyltransferase LAC1	DGT1
YHR080C	P38800	LAM4	Membrane-anchored lipid-binding protein LAM4 {ECO:0000303|PubMed:26001273}	LTC3 {ECO:0000303|PubMed:25987606}
YOL047C	Q08218	LDS2	Outer spore wall protein LDS2 {ECO:0000305|PubMed:23966878}	
YNL104C	P06208	LEU4	2-isopropylmalate synthase	
YHR002W	P38702	LEU5	Mitochondrial carrier protein LEU5	
YML004C	P50107	GLO1	Lactoylglutathione lyase	
YDL051W	P33399	LHP1	La protein homolog	LAH1;YLA1
YGL090W	P53150	LIF1	Ligase-interacting factor 1	
YKL181W	P32895	PRS1	Ribose-phosphate pyrophosphokinase 1	PPS1;PRP1;PRPS;PRPS1
YBL068W	P38063	PRS4	Ribose-phosphate pyrophosphokinase 4	PRPS4
YDR483W	P27809	KRE2	Glycolipid 2-alpha-mannosyltransferase	MNT1
YOR099W	P27810	KTR1	Alpha-1,2 mannosyltransferase KTR1	
YBR205W	P38130	KTR3	Probable mannosyltransferase KTR3	
YJL207C	P39526	LAA1	AP-1 accessory protein LAA1	
YHL003C	P38703	LAG1	Sphingosine N-acyltransferase LAG1	
YDR499W	Q04377	LCD1	DNA damage checkpoint protein LCD1	DDC2;PIE1
YIL009W	P39002	FAA3	Long-chain-fatty-acid--CoA ligase 3	
YLR104W	Q08045	LCL2	Long chronological lifespan protein 2 precursor	
YLL049W	Q07887	LDB18	Protein LDB18	
YMR298W	Q03579	LIP1	Ceramide synthase subunit LIP1	
YKR061W	P33550	KTR2	Probable mannosyltransferase KTR2	
YJR057W	P00572	CDC8	Thymidylate kinase	
YFL042C	P43560	LAM5	Membrane-anchored lipid-binding protein LAM5 {ECO:0000303|PubMed:26001273}	LTC2 {ECO:0000303|PubMed:25987606}
YOR171C	Q12246	LCB4	Sphingoid long chain base kinase 4 {ECO:0000303|PubMed:9677363}	
YMR246W	P47912	FAA4	Long-chain-fatty-acid--CoA ligase 4	
YCL005W	P25587	LDB16	Protein LDB16	
YBL006C	P38210	LDB7	Chromatin structure-remodeling complex protein RSC14	RSC14
YPL054W	Q02799	LEE1	Zinc finger protein LEE1	
YLR451W	P08638	LEU3	Regulatory protein LEU3	
YNL045W	Q10740	LAP2	Leukotriene A-4 hydrolase homolog	
YFR001W	P43586	LOC1	60S ribosomal subunit assembly/export protein LOC1	
YOR181W	Q12446	LAS17	Proline-rich protein LAS17	
YMR296C	P25045	LCB1	Serine palmitoyltransferase 1	END8;TSC2
YPL056C	Q02786	LCL1	Long chronological lifespan protein 1 precursor	
YOR108W	Q12166	LEU9	2-isopropylmalate synthase 2, mitochondrial precursor	
YHR156C	P38852	LIN1	Protein LIN1	
YDR062W	P40970	LCB2	Serine palmitoyltransferase 2	SCS1;TSC1
YDR435C	Q04081	PPM1	Leucine carboxyl methyltransferase 1	
YCL018W	P04173	LEU2	3-isopropylmalate dehydrogenase	
YLR239C	Q06005	LIP2	Octanoyltransferase, mitochondrial precursor	
YOR269W	P39946	PAC1	Nuclear distribution protein PAC1 {ECO:0000255|HAMAP-Rule:MF_03141}	LIS1 {ECO:0000255|HAMAP-Rule:MF_03141}
YJL046W	P47051	AIM22	Putative lipoate-protein ligase A	
YDR503C	Q04396	LPP1	Lipid phosphate phosphatase 1	
YKL073W	P36016	LHS1	Heat shock protein 70 homolog LHS1 precursor	
YDR184C	Q04005	ATC1	Protein ATC1/LIC4	LIC4
YPR139C	Q06508	LOA1	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1	VPS66
YLR011W	Q07923	LOT6	NAD(P)H-dependent FMN reductase LOT6	
YDR439W	Q04087	LRS4	Monopolin complex subunit LRS4	
YJL100W	P42951	LSB6	Phosphatidylinositol 4-kinase LSB6	
YGL099W	P53145	LSG1	Large subunit GTPase 1	
YNL147W	P53905	LSM7	U6 snRNA-associated Sm-like protein LSm7	
YPL055C	Q02796	LGE1	Transcriptional regulatory protein LGE1	
YHR192W	P38878	LNP1	Protein lunapark	
YJL038C	P47055	LOH1	Outer spore wall protein 4 {ECO:0000303|PubMed:19779569} precursor	OSW4 {ECO:0000303|PubMed:19779569}
YBL022C	P36775	PIM1	Lon protease homolog, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03120} precursor	LON
